File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF941TZZ	bam	alignments	ENCSR398JTO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				Control-human	DNA					False	2014-07-07	ENCODE				1			100				ENCFF002EFQ, ENCFF002EFT, ENCFF807MUK	6749400571	ENCODE Processing Pipeline	0fcaab98a7484ab8756dde99f4c7c953		https://www.encodeproject.org/files/ENCFF941TZZ/@@download/ENCFF941TZZ.bam	hg19			released		mild to moderate bottlenecking	insufficient read depth for broad peaks control		
ENCFF479AQE	bam	unfiltered alignments	ENCSR398JTO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				Control-human	DNA					False	2014-07-07	ENCODE				1							ENCFF002EFQ, ENCFF002EFT, ENCFF643CGH	8078625888	ENCODE Processing Pipeline	c1daa6cdeaff731737486c2fc8bffce3		https://www.encodeproject.org/files/ENCFF479AQE/@@download/ENCFF479AQE.bam	GRCh38			released		mild to moderate bottlenecking	insufficient read depth for broad peaks control		
ENCFF263UJA	bam	unfiltered alignments	ENCSR398JTO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				Control-human	DNA					False	2014-07-07	ENCODE				2							ENCFF002EFS, ENCFF002EFU, ENCFF643CGH	7734459719	ENCODE Processing Pipeline	e75f3106507a69d46dae83e0dc1ccf47		https://www.encodeproject.org/files/ENCFF263UJA/@@download/ENCFF263UJA.bam	GRCh38			released		mild to moderate bottlenecking	insufficient read depth for broad peaks control		
ENCFF574BGV	bam	alignments	ENCSR398JTO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				Control-human	DNA					False	2014-07-07	ENCODE				2			100				ENCFF002EFS, ENCFF002EFU, ENCFF643CGH	6442473371	ENCODE Processing Pipeline	71a6984c7a565eb8b05351ef8ed84efe		https://www.encodeproject.org/files/ENCFF574BGV/@@download/ENCFF574BGV.bam	GRCh38			released		mild to moderate bottlenecking	insufficient read depth for broad peaks control		
ENCFF879YMO	bam	alignments	ENCSR398JTO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				Control-human	DNA					False	2014-07-07	ENCODE				1			100				ENCFF002EFQ, ENCFF002EFT, ENCFF643CGH	6769807591	ENCODE Processing Pipeline	b487554ee3e741c3bbcc0bd749e5e05b		https://www.encodeproject.org/files/ENCFF879YMO/@@download/ENCFF879YMO.bam	GRCh38			released		mild to moderate bottlenecking	insufficient read depth for broad peaks control		
ENCFF429DYF	bam	unfiltered alignments	ENCSR398JTO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				Control-human	DNA					False	2014-07-07	ENCODE				2			100				ENCFF002EFS, ENCFF002EFU, ENCFF807MUK	7730848727	ENCODE Processing Pipeline	12798bd6a52e5c43255a6134cca8bd46		https://www.encodeproject.org/files/ENCFF429DYF/@@download/ENCFF429DYF.bam	hg19			released		mild to moderate bottlenecking	insufficient read depth for broad peaks control		
ENCFF223PIT	bam	unfiltered alignments	ENCSR398JTO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				Control-human	DNA					False	2014-07-07	ENCODE				1			100				ENCFF002EFQ, ENCFF002EFT, ENCFF807MUK	8064501411	ENCODE Processing Pipeline	db8aad4debc16248b082a971b4aace08		https://www.encodeproject.org/files/ENCFF223PIT/@@download/ENCFF223PIT.bam	hg19			released		mild to moderate bottlenecking	insufficient read depth for broad peaks control		
ENCFF133HXA	fastq	reads	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2	1	100		paired-ended	1	ENCFF791JGC		2660160611	Michael Snyder, Stanford	437755a0857e24b69721016c1e109224	SRA:SRR6212610	https://www.encodeproject.org/files/ENCFF133HXA/@@download/ENCFF133HXA.fastq.gz		Illumina HiSeq 4000	/files/ENCFF829GAK/	released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF791JGC	fastq	reads	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2	1	100		paired-ended	2	ENCFF133HXA		3101535133	Michael Snyder, Stanford	36fbccffc46d7c8d5e269e6e99699b2a	SRA:SRR6212610	https://www.encodeproject.org/files/ENCFF791JGC/@@download/ENCFF791JGC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF647DBV/	released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF899BUS	fastq	reads	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1	1	100		paired-ended	2	ENCFF659EDD		3007520628	Michael Snyder, Stanford	f9dc74f947c66eb72800ec5428375f5b	SRA:SRR6212609	https://www.encodeproject.org/files/ENCFF899BUS/@@download/ENCFF899BUS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF349FFX/	released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF659EDD	fastq	reads	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1	1	100		paired-ended	1	ENCFF899BUS		2564853133	Michael Snyder, Stanford	18c1072811b5d0fefa68f88f2a61ce38	SRA:SRR6212609	https://www.encodeproject.org/files/ENCFF659EDD/@@download/ENCFF659EDD.fastq.gz		Illumina HiSeq 4000	/files/ENCFF202OMW/	released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF502XOF	bam	alignments	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2			100				ENCFF133HXA, ENCFF791JGC, ENCFF807MUK	4057304317	ENCODE Processing Pipeline	2cc4ad6afeef1c1d75631de4dcc00546		https://www.encodeproject.org/files/ENCFF502XOF/@@download/ENCFF502XOF.bam	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF842CRE	bam	unfiltered alignments	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2			100				ENCFF133HXA, ENCFF643CGH, ENCFF791JGC	5398587674	ENCODE Processing Pipeline	2553e4f50a6f2d78e3131f09f5b43ee7		https://www.encodeproject.org/files/ENCFF842CRE/@@download/ENCFF842CRE.bam	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF699QHD	bam	unfiltered alignments	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2			100				ENCFF133HXA, ENCFF791JGC, ENCFF807MUK	5392694667	ENCODE Processing Pipeline	fb97e8effce29f8c0ff6b7c091b1ec4a		https://www.encodeproject.org/files/ENCFF699QHD/@@download/ENCFF699QHD.bam	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF241LQC	bam	unfiltered alignments	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1			100				ENCFF659EDD, ENCFF807MUK, ENCFF899BUS	5230998395	ENCODE Processing Pipeline	935c5e747af2f0ad2c9b269c1e0df11e		https://www.encodeproject.org/files/ENCFF241LQC/@@download/ENCFF241LQC.bam	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF431JBK	bam	alignments	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1			100				ENCFF659EDD, ENCFF807MUK, ENCFF899BUS	4121832886	ENCODE Processing Pipeline	74444369aa7eed78689f28a7df8281be		https://www.encodeproject.org/files/ENCFF431JBK/@@download/ENCFF431JBK.bam	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF826HNS	bam	alignments	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2			100				ENCFF133HXA, ENCFF643CGH, ENCFF791JGC	4061840332	ENCODE Processing Pipeline	67056b8ad7e2e48ec688a982755b4281		https://www.encodeproject.org/files/ENCFF826HNS/@@download/ENCFF826HNS.bam	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF678GYV	bam	alignments	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1			100				ENCFF643CGH, ENCFF659EDD, ENCFF899BUS	4126666270	ENCODE Processing Pipeline	56cf246748bcaaacf66bf6d254410f7e		https://www.encodeproject.org/files/ENCFF678GYV/@@download/ENCFF678GYV.bam	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF473YEO	bam	unfiltered alignments	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1			100				ENCFF643CGH, ENCFF659EDD, ENCFF899BUS	5236965079	ENCODE Processing Pipeline	743b1ba87978cb33f77e8373cfc2f406		https://www.encodeproject.org/files/ENCFF473YEO/@@download/ENCFF473YEO.bam	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF667PHC	bigBed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2							ENCFF882PND	11590204	ENCODE Processing Pipeline	c294d8f70ddde5acaebc24e251cffc68		https://www.encodeproject.org/files/ENCFF667PHC/@@download/ENCFF667PHC.bigBed	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF821QLI	bigBed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF593RSQ	13611024	ENCODE Processing Pipeline	dbf0180f8a222b062758437e7f943e08		https://www.encodeproject.org/files/ENCFF821QLI/@@download/ENCFF821QLI.bigBed	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF761CTK	bigWig	signal p-value	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1							ENCFF431JBK, ENCFF901CND	1091843319	ENCODE Processing Pipeline	bfb00757987d3b1ab451d39eef1e8b11		https://www.encodeproject.org/files/ENCFF761CTK/@@download/ENCFF761CTK.bigWig	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF264MCX	bigWig	signal p-value	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2							ENCFF502XOF, ENCFF592WAL	1089021706	ENCODE Processing Pipeline	3e534ea58e61d88ddf134f36481e7c62		https://www.encodeproject.org/files/ENCFF264MCX/@@download/ENCFF264MCX.bigWig	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF887VKI	bigWig	signal p-value	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF431JBK, ENCFF502XOF, ENCFF592WAL, ENCFF901CND	1997134249	ENCODE Processing Pipeline	52ff8b0a23ff89441efa119a8569c90e		https://www.encodeproject.org/files/ENCFF887VKI/@@download/ENCFF887VKI.bigWig	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF705NSQ	bigWig	fold change over control	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2							ENCFF502XOF, ENCFF592WAL	1306577645	ENCODE Processing Pipeline	868cb291765bf99e45586aee4be9b217		https://www.encodeproject.org/files/ENCFF705NSQ/@@download/ENCFF705NSQ.bigWig	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF133LHQ	bigWig	fold change over control	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF431JBK, ENCFF502XOF, ENCFF592WAL, ENCFF901CND	2344054144	ENCODE Processing Pipeline	b0d0165fce354f7c229478e5c1ec6085		https://www.encodeproject.org/files/ENCFF133LHQ/@@download/ENCFF133LHQ.bigWig	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF882PND	bed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2							ENCFF502XOF, ENCFF592WAL	6275090	ENCODE Processing Pipeline	c675cdb91db82617fa4ea75af504c153		https://www.encodeproject.org/files/ENCFF882PND/@@download/ENCFF882PND.bed.gz	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF110BUK	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF657GJK	444381	ENCODE Processing Pipeline	51a1c9642bf885a6989420d3a0d8cfbd		https://www.encodeproject.org/files/ENCFF110BUK/@@download/ENCFF110BUK.bigBed	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF620IIG	bed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1							ENCFF666ATR, ENCFF678GYV	6394307	ENCODE Processing Pipeline	df3e4eae481b595ca889f7efc6686098		https://www.encodeproject.org/files/ENCFF620IIG/@@download/ENCFF620IIG.bed.gz	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF355MUX	bed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2							ENCFF322NTO, ENCFF826HNS	6264272	ENCODE Processing Pipeline	55ad0951fe7b0394004c28375132150f		https://www.encodeproject.org/files/ENCFF355MUX/@@download/ENCFF355MUX.bed.gz	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF989JWG	bed narrowPeak	conservative idr thresholded peaks	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF355MUX, ENCFF364CMF, ENCFF419RSJ, ENCFF620IIG	211975	ENCODE Processing Pipeline	1f43bb0e865a30a0525d8ac2ee91ddbc		https://www.encodeproject.org/files/ENCFF989JWG/@@download/ENCFF989JWG.bed.gz	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF597HMI	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF313HBL	620753	ENCODE Processing Pipeline	52d5587abca7d2e5b82feb048b902c76		https://www.encodeproject.org/files/ENCFF597HMI/@@download/ENCFF597HMI.bigBed	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF682TBO	bigWig	fold change over control	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1							ENCFF431JBK, ENCFF901CND	1383608805	ENCODE Processing Pipeline	8210c95b93136a7f1a91a33c680b9cf8		https://www.encodeproject.org/files/ENCFF682TBO/@@download/ENCFF682TBO.bigWig	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF593RSQ	bed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF431JBK, ENCFF502XOF, ENCFF592WAL, ENCFF901CND	7234019	ENCODE Processing Pipeline	d9969cc61f20cc1afa17b8c75c38beb4		https://www.encodeproject.org/files/ENCFF593RSQ/@@download/ENCFF593RSQ.bed.gz	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF678VFS	bigBed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1							ENCFF956UUX	11490178	ENCODE Processing Pipeline	a72902e4fc543a22a46b88954012c6d8		https://www.encodeproject.org/files/ENCFF678VFS/@@download/ENCFF678VFS.bigBed	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF657GJK	bed narrowPeak	conservative idr thresholded peaks	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF001TDO, ENCFF593RSQ, ENCFF882PND, ENCFF956UUX	211460	ENCODE Processing Pipeline	f636463f5b1e5b712a6060fdc5ea3b36		https://www.encodeproject.org/files/ENCFF657GJK/@@download/ENCFF657GJK.bed.gz	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF129VYJ	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF103OOV	619774	ENCODE Processing Pipeline	40464624f308975bfbbb09e0a4556e07		https://www.encodeproject.org/files/ENCFF129VYJ/@@download/ENCFF129VYJ.bigBed	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF122EGN	bigWig	fold change over control	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2							ENCFF322NTO, ENCFF826HNS	1368268377	ENCODE Processing Pipeline	5087f0d3f44357ddab1ab73768f27d84		https://www.encodeproject.org/files/ENCFF122EGN/@@download/ENCFF122EGN.bigWig	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF364CMF	bed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF322NTO, ENCFF666ATR, ENCFF678GYV, ENCFF826HNS	7244568	ENCODE Processing Pipeline	55b79d9a5eeca37cb681693fb56a29f9		https://www.encodeproject.org/files/ENCFF364CMF/@@download/ENCFF364CMF.bed.gz	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF363FPA	bigBed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2							ENCFF355MUX	11631162	ENCODE Processing Pipeline	05c59dad8d097e7694da51df28a30c9a		https://www.encodeproject.org/files/ENCFF363FPA/@@download/ENCFF363FPA.bigBed	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF749QEO	bigWig	signal p-value	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1							ENCFF666ATR, ENCFF678GYV	1099976975	ENCODE Processing Pipeline	ea68108a1ae4827aa1c4decca75ab4d2		https://www.encodeproject.org/files/ENCFF749QEO/@@download/ENCFF749QEO.bigWig	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF527FVZ	bigWig	signal p-value	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF322NTO, ENCFF666ATR, ENCFF678GYV, ENCFF826HNS	2065201840	ENCODE Processing Pipeline	49216c12eacb83e69720ac83cbc4927c		https://www.encodeproject.org/files/ENCFF527FVZ/@@download/ENCFF527FVZ.bigWig	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF956UUX	bed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1							ENCFF431JBK, ENCFF901CND	6387050	ENCODE Processing Pipeline	f841c981f589d266ef57754545a8a6f2		https://www.encodeproject.org/files/ENCFF956UUX/@@download/ENCFF956UUX.bed.gz	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF479XSH	bigWig	fold change over control	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1							ENCFF666ATR, ENCFF678GYV	1382827054	ENCODE Processing Pipeline	85dbd99d91b3c2685896f4b884522410		https://www.encodeproject.org/files/ENCFF479XSH/@@download/ENCFF479XSH.bigWig	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF103OOV	bed narrowPeak	optimal idr thresholded peaks	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF001TDO, ENCFF593RSQ, ENCFF882PND, ENCFF956UUX	335127	ENCODE Processing Pipeline	dc50267f97e94c42ba040408571a95a8		https://www.encodeproject.org/files/ENCFF103OOV/@@download/ENCFF103OOV.bed.gz	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF629RRF	bigWig	fold change over control	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF322NTO, ENCFF666ATR, ENCFF678GYV, ENCFF826HNS	2345786106	ENCODE Processing Pipeline	c8d8f8b7baf3eb5e0998a045d36598da		https://www.encodeproject.org/files/ENCFF629RRF/@@download/ENCFF629RRF.bigWig	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF058UMI	bigBed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF364CMF	13631841	ENCODE Processing Pipeline	3e56a14957e4ed87c3df0d9308695957		https://www.encodeproject.org/files/ENCFF058UMI/@@download/ENCFF058UMI.bigBed	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF364EAT	bigWig	signal p-value	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				2							ENCFF322NTO, ENCFF826HNS	1106494563	ENCODE Processing Pipeline	c52be9577ddfaedeaf5b59a46a97c52b		https://www.encodeproject.org/files/ENCFF364EAT/@@download/ENCFF364EAT.bigWig	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF085HAZ	bigBed narrowPeak	peaks and background as input for IDR	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1							ENCFF620IIG	11507027	ENCODE Processing Pipeline	c6c562ecd9ed551c055037d96e45a239		https://www.encodeproject.org/files/ENCFF085HAZ/@@download/ENCFF085HAZ.bigBed	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF623VVI	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF989JWG	447237	ENCODE Processing Pipeline	0c9ef410b8518fa4e261e55ec6b3361d		https://www.encodeproject.org/files/ENCFF623VVI/@@download/ENCFF623VVI.bigBed	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF313HBL	bed narrowPeak	optimal idr thresholded peaks	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF355MUX, ENCFF364CMF, ENCFF419RSJ, ENCFF620IIG	334479	ENCODE Processing Pipeline	cfcba39453fca558911b6f1d9f449785		https://www.encodeproject.org/files/ENCFF313HBL/@@download/ENCFF313HBL.bed.gz	GRCh38			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF000NXM	bam	alignments	ENCSR000BQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NFATC1-human	DNA		see document	see document		False	2012-02-29	ENCODE				1							ENCFF000NYB	1793789274	Richard Myers, HAIB	150f127a253c3ae3ae2c79bcb22f97cf		https://www.encodeproject.org/files/ENCFF000NXM/@@download/ENCFF000NXM.bam	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF000NXN	bigBed broadPeak	peaks	ENCSR000BQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NFATC1-human	DNA		see document	see document		False	2012-02-29	ENCODE				1	1						ENCFF001TXO	672787	Richard Myers, HAIB	acd316aee41780fc3490e501beb67d6d		https://www.encodeproject.org/files/ENCFF000NXN/@@download/ENCFF000NXN.bigBed	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF000NXO	bigBed broadPeak	peaks	ENCSR000BQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NFATC1-human	DNA		see document	see document		False	2012-02-29	ENCODE				2	1						ENCFF001TXP	690892	Richard Myers, HAIB	b0f7827d80fdc9f02edf4cea0c80ec86		https://www.encodeproject.org/files/ENCFF000NXO/@@download/ENCFF000NXO.bigBed	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF000NXP	bam	alignments	ENCSR000BQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NFATC1-human	DNA		see document	see document		False	2012-02-29	ENCODE				2							ENCFF000NXW	1541117968	Richard Myers, HAIB	cd2273241d494c7d85eed3d3bb1ed3f0		https://www.encodeproject.org/files/ENCFF000NXP/@@download/ENCFF000NXP.bam	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF000NXQ	bigWig	raw signal	ENCSR000BQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NFATC1-human	DNA		see document	see document		False	2012-02-29	ENCODE				1	1							22069294	Richard Myers, HAIB	588d0af7e5a011d462c60643cc716f57		https://www.encodeproject.org/files/ENCFF000NXQ/@@download/ENCFF000NXQ.bigWig	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF000NXR	bigWig	raw signal	ENCSR000BQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NFATC1-human	DNA		see document	see document		False	2012-02-29	ENCODE				2	1							20743323	Richard Myers, HAIB	e7789cf4a9b3b8a5a892ccb99d51b430		https://www.encodeproject.org/files/ENCFF000NXR/@@download/ENCFF000NXR.bigWig	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
