ATF2	ELF1	ETV6	IKZF1	IKZF2	IRF3	IRF5	NFATC1	NR2F1	PAX8	PKNOX1	RUNX3	STAT1	STAT5A	TCF12
ZNF488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF10	0	3	0	1	1	0	0	0	2	0	0	2	0	0	0
FRMPD2	5	5	2	8	8	0	0	3	8	0	7	12	1	2	2
MAPK8	7	6	3	10	9	0	0	5	8	0	8	11	1	3	3
ARHGAP22	7	7	4	17	10	1	0	3	11	0	4	14	5	4	3
WDFY4	7	7	4	14	8	1	0	3	10	0	4	12	5	4	3
LRRC18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM4	0	0	1	6	2	0	0	0	3	0	3	2	0	0	0
C10orf128	1	3	2	11	6	0	0	0	6	0	5	4	0	0	0
C10orf71	0	0	0	2	4	0	0	0	0	0	0	2	0	0	0
DRGX	1	0	0	2	1	0	0	1	0	0	0	1	0	0	0
PGBD3	1	3	2	3	1	0	0	0	2	0	3	4	0	0	0
ERCC6	1	3	2	3	1	0	0	0	2	0	3	4	0	0	0
OGDHL	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
TIMM23B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOA4	3	1	0	1	0	0	1	2	3	0	1	3	0	0	0
FAM21A	0	1	0	1	1	1	0	0	1	0	2	0	1	0	1
SGMS1	0	7	0	4	4	0	0	0	4	0	4	5	0	0	1
ASAH2B	0	0	1	1	2	0	0	0	1	0	0	0	0	0	1
PRKG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSTF2T	2	2	1	1	1	0	0	0	1	0	1	1	1	0	0
DKK1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PCDH15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MTRNR2L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZWINT	1	1	0	1	2	1	0	1	1	0	1	1	0	1	1
IPMK	4	5	1	2	4	0	0	1	4	0	2	2	2	1	0
CISD1	4	5	1	2	4	0	0	1	4	0	2	2	2	1	0
UBE2D1	0	2	0	5	7	0	0	0	4	2	1	5	0	0	1
TFAM	0	2	0	3	5	0	0	0	4	2	1	4	1	0	1
BICC1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PHYHIPL	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
FAM13C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A9	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0
CCDC6	8	2	3	10	6	0	0	4	1	0	2	13	0	2	2
ANK3	1	1	0	1	1	1	0	0	0	1	0	4	0	0	0
CDK1	1	1	0	1	1	1	0	1	0	1	0	5	0	0	0
RHOBTB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TMEM26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID5B	8	2	2	4	6	0	0	3	2	0	5	11	1	2	0
RTKN2	3	1	0	2	1	0	0	0	0	0	1	1	0	0	1
ZNF365	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ADO	5	6	7	16	7	0	1	3	8	0	4	16	2	1	1
EGR2	5	6	7	14	6	0	1	3	7	0	3	15	2	1	0
NRBF2	2	3	2	2	3	0	1	1	1	0	1	4	0	1	3
REEP3	2	2	0	5	3	0	0	0	2	0	0	5	0	1	0
JMJD1C	2	2	0	5	3	0	0	0	2	0	0	5	0	1	0
CTNNA3	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
DNAJC12	3	3	3	2	2	0	1	3	3	0	1	4	0	1	2
SIRT1	3	3	2	2	2	0	1	3	2	0	0	3	0	1	2
HERC4	1	2	1	1	1	1	0	0	1	0	1	2	0	0	0
MYPN	1	2	1	1	1	1	0	1	1	0	1	2	0	0	0
ATOH7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HNRNPH3	1	2	1	1	1	0	1	1	0	0	2	3	1	0	0
PBLD	1	2	1	1	1	0	1	1	0	0	2	3	1	0	0
RUFY2	0	1	0	1	1	0	0	0	2	0	0	2	0	0	1
DNA2	2	0	0	0	1	0	0	2	0	0	0	1	0	0	0
SLC25A16	0	2	0	1	1	0	0	0	2	0	1	2	0	0	0
CCAR1	3	1	0	1	1	0	0	1	1	0	1	2	0	1	1
STOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX50	2	1	1	2	1	1	0	0	0	0	1	2	1	1	0
DDX21	4	3	2	2	2	0	0	1	2	0	3	3	1	0	0
KIAA1279	6	3	2	3	5	0	0	1	4	0	3	4	1	0	0
SRGN	11	13	9	23	14	1	0	5	18	2	9	14	0	6	2
VPS26A	3	6	3	8	5	1	0	4	7	2	5	7	0	4	2
SUPV3L1	3	3	1	5	2	1	1	2	1	2	5	5	1	1	1
HKDC1	4	3	1	5	2	1	1	2	1	2	5	6	1	1	1
HK1	3	3	1	5	2	0	0	1	2	0	4	4	1	0	1
TACR2	1	4	1	4	3	1	0	0	2	1	1	4	0	0	1
TSPAN15	1	4	1	4	3	1	0	0	2	1	1	3	0	0	1
NEUROG3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
C10orf35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
COL13A1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0
H2AFY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIFM2	3	8	1	6	4	1	0	0	6	0	4	11	0	2	1
TYSND1	3	8	1	6	4	1	0	0	6	0	4	12	0	2	1
SAR1A	2	7	0	4	2	1	0	0	5	0	3	11	0	2	0
PPA1	1	0	0	5	3	0	0	0	2	0	3	3	0	0	0
LRRC20	2	5	1	4	3	0	0	3	3	1	3	10	2	1	1
EIF4EBP2	2	4	1	4	3	0	0	3	3	1	2	8	2	1	1
NODAL	1	3	1	1	1	0	0	1	2	1	1	5	0	1	1
PALD1	2	3	3	4	4	0	0	1	2	0	1	6	0	1	2
PRF1	3	2	3	6	8	0	0	1	4	0	3	4	0	1	1
ADAMTS14	1	0	0	4	2	0	0	0	1	0	0	2	0	0	0
TBATA	0	1	0	0	0	1	0	0	2	0	0	3	1	0	0
SGPL1	0	1	0	0	0	1	0	0	2	0	0	3	1	0	0
PCBD1	0	1	0	0	0	0	0	0	1	1	1	2	0	0	1
UNC5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC29A3	1	2	1	6	5	0	0	0	2	0	0	5	1	0	0
CDH23	3	1	1	9	6	0	0	0	3	0	1	4	2	0	1
C10orf54	2	5	1	9	7	0	0	1	4	0	5	10	1	0	1
PSAP	5	3	3	9	6	0	0	3	5	0	3	14	0	2	1
CHST3	3	4	2	4	3	0	0	3	5	0	2	5	0	0	1
SPOCK2	2	3	1	5	5	0	0	1	5	0	4	4	0	1	1
ANAPC16	8	7	4	16	11	0	1	4	14	0	6	15	1	4	2
ASCC1	8	7	4	16	11	0	1	4	14	0	6	15	1	4	2
DDIT4	11	12	8	24	19	2	2	10	20	0	10	22	2	6	7
DNAJB12	4	5	3	12	12	3	0	1	8	0	9	13	2	4	4
MICU1	0	1	0	2	2	0	0	0	0	0	2	3	0	0	0
MCU	0	1	0	2	2	2	0	0	2	0	4	6	0	0	1
OIT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4HA1	6	3	1	4	4	0	0	3	3	0	2	8	1	0	0
NUDT13	6	3	1	4	4	0	0	3	3	0	2	9	1	0	0
ECD	1	2	0	4	2	0	0	1	2	0	1	2	0	0	0
FAM149B1	1	2	0	4	2	0	0	1	2	0	1	2	0	0	0
MRPS16	0	3	0	2	1	1	0	2	3	0	3	3	2	1	1
ANXA7	1	2	0	1	1	0	0	1	1	0	3	4	0	0	0
PPP3CB	3	3	0	2	0	2	0	0	1	0	1	6	0	0	0
USP54	2	0	0	4	1	0	1	1	1	1	1	2	0	0	0
MYOZ1	4	1	2	7	3	0	1	3	3	1	2	6	1	0	0
SYNPO2L	4	1	2	5	3	0	1	3	3	1	2	6	1	0	0
SEC24C	9	7	2	12	5	1	0	4	7	2	5	8	1	3	2
FUT11	10	9	2	11	4	2	0	4	10	2	4	10	2	3	3
CHCHD1	9	8	2	9	3	2	0	4	8	2	3	8	1	2	2
ZSWIM8	9	8	2	9	3	2	0	4	8	2	3	8	1	2	2
NDST2	7	8	1	8	3	2	0	4	9	0	2	11	2	3	1
CAMK2G	3	5	2	13	8	0	0	2	9	0	4	15	2	2	0
PLAU	4	8	6	14	10	0	0	1	10	0	5	16	1	2	2
VCL	3	2	3	9	8	0	0	3	3	0	3	9	0	3	2
AP3M1	4	4	1	8	5	0	1	1	4	0	2	8	1	0	0
ADK	4	4	1	8	5	0	1	1	4	0	2	8	1	0	0
KAT6B	3	6	1	8	5	1	0	2	2	2	5	7	0	0	3
DUSP13	1	1	0	5	3	0	0	0	0	0	0	4	1	0	1
SAMD8	1	1	0	5	3	0	0	0	1	0	0	4	1	0	1
VDAC2	1	4	1	2	1	1	1	1	4	0	2	5	4	1	2
COMTD1	0	3	0	1	0	1	1	0	2	0	2	4	4	1	2
ZNF503	0	4	0	7	2	0	0	0	5	0	3	0	0	0	1
KCNMA1	0	4	0	10	7	0	0	0	7	0	4	4	0	0	4
DLG5	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
POLR3A	3	4	1	3	2	1	0	3	2	0	2	4	0	2	1
RPS24	3	4	1	3	2	1	0	3	2	0	2	4	0	2	1
ZMIZ1	2	3	0	4	3	0	0	0	3	0	2	4	1	0	2
PPIF	6	4	1	8	8	0	0	3	4	0	3	8	0	2	1
ZCCHC24	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0
EIF5AL1	0	0	0	0	0	0	0	0	1	0	2	2	0	0	1
TMEM254	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0
PLAC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA11	1	3	2	9	9	0	0	1	4	0	2	4	0	0	2
MAT1A	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
DYDC2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FAM213A	2	1	0	4	3	0	0	0	2	0	2	5	0	0	0
TSPAN14	5	4	1	14	10	0	0	0	6	2	4	11	0	0	1
NRG3	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0
GHITM	0	6	0	5	6	0	1	0	1	1	5	6	0	0	0
C10orf99	0	6	0	5	4	0	1	0	3	1	6	6	0	0	0
CDHR1	0	5	0	5	4	0	1	0	2	1	5	3	0	0	0
CCSER2	4	2	3	3	4	0	0	1	4	0	4	8	1	0	0
GRID1	1	6	0	8	7	1	0	2	11	0	5	8	3	2	2
OPN4	0	2	0	3	3	0	0	0	0	0	1	0	0	0	1
LDB3	1	3	1	6	4	0	0	0	1	0	1	2	0	0	1
BMPR1A	1	5	2	7	3	0	0	1	3	0	1	9	0	0	0
MMRN2	0	2	0	4	2	0	0	0	2	0	1	4	1	0	1
SNCG	0	2	0	4	2	0	0	0	2	0	1	4	1	0	1
ADIRF	0	2	0	4	2	0	0	0	2	0	1	4	1	0	1
FAM25A	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0
GLUD1	1	3	0	1	1	0	0	0	4	0	1	1	1	2	0
FAM35A	1	3	0	1	1	0	0	0	4	0	1	1	1	2	0
MINPP1	1	1	0	1	3	0	0	0	2	0	0	4	0	0	0
PAPSS2	1	1	1	2	1	0	0	0	0	0	1	2	0	0	0
ATAD1	5	5	5	8	7	2	0	1	4	0	3	10	1	3	2
PTEN	4	4	5	6	5	2	0	1	4	0	3	9	1	3	2
RNLS	2	1	1	2	0	0	0	0	0	0	1	2	0	1	0
ANKRD22	5	5	2	8	5	0	0	1	4	0	4	7	2	2	4
FAS	5	5	5	5	7	0	0	1	4	1	8	11	0	1	1
ACTA2	5	5	5	5	7	0	0	1	4	1	8	11	0	1	1
CH25H	3	1	2	1	3	0	0	1	2	0	4	7	1	0	0
LIPA	3	2	1	1	1	0	0	0	1	0	4	7	1	0	0
IFIT2	7	7	8	7	5	0	1	1	6	1	5	7	0	1	1
IFIT3	7	5	8	7	7	0	1	1	6	1	6	8	0	1	1
IFIT1B	7	8	10	10	10	0	1	1	6	1	6	12	0	1	1
IFIT1	5	4	5	5	7	0	0	0	1	0	3	8	0	0	0
IFIT5	1	3	2	3	4	0	0	0	0	0	1	6	0	0	0
PANK1	6	4	3	6	4	0	0	1	3	0	0	5	0	2	1
KIF20B	3	3	3	6	2	1	0	0	4	0	1	6	1	2	1
HTR7	2	2	1	3	1	0	0	0	1	0	0	3	0	1	0
RPP30	3	2	1	3	1	0	0	0	1	0	0	5	0	1	0
ANKRD1	3	1	1	3	1	0	0	0	0	0	1	6	0	1	0
PCGF5	2	3	0	1	1	0	0	0	2	0	1	6	0	0	1
HECTD2	1	0	1	1	1	0	0	0	1	0	0	2	1	0	0
PPP1R3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNKS2	1	3	0	2	1	0	0	0	1	0	1	2	0	0	1
FGFBP3	0	3	0	4	2	0	0	0	1	2	1	3	2	1	0
BTAF1	1	4	0	4	3	0	0	0	2	2	1	3	2	1	1
CPEB3	1	4	1	3	3	0	0	1	1	0	2	1	0	1	0
MARCH5	1	4	1	3	3	0	0	1	1	0	2	1	0	1	0
IDE	1	6	0	4	2	0	2	0	1	2	3	6	2	2	0
KIF11	1	6	0	4	2	0	2	0	1	2	3	6	2	2	0
EXOC6	0	2	0	1	0	0	0	0	1	0	0	2	0	0	2
CYP26A1	3	0	0	2	2	0	0	0	0	0	2	3	0	0	1
MYOF	0	1	0	2	3	0	0	0	0	0	2	5	0	0	1
CEP55	0	1	0	2	3	0	0	0	0	0	2	5	0	0	1
FFAR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRA10AC1	2	1	1	4	4	0	1	1	2	0	2	4	1	1	1
SLC35G1	0	2	0	0	0	0	0	0	2	0	1	1	0	0	0
PLCE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOC3L	2	3	0	1	4	0	0	0	2	0	4	4	0	1	0
TBC1D12	1	3	0	1	4	0	0	0	2	0	4	4	0	1	0
HELLS	3	1	1	3	3	0	0	1	2	0	0	3	0	1	1
PDLIM1	6	4	4	8	8	0	0	2	5	0	2	10	2	1	2
SORBS1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
ALDH18A1	2	3	0	2	1	1	0	0	2	0	3	2	1	1	0
TCTN3	4	3	2	3	2	1	0	1	2	0	3	3	1	2	0
ENTPD1	4	5	4	8	8	1	0	4	3	4	3	7	1	4	1
CCNJ	1	3	1	1	0	1	0	1	3	1	2	1	1	0	1
BLNK	5	7	4	13	9	0	0	4	7	0	10	10	0	3	4
OPALIN	1	1	1	3	2	1	0	2	0	0	0	6	0	2	1
TLL2	1	0	0	0	0	0	0	0	1	0	1	3	0	0	0
TM9SF3	2	3	2	1	2	0	0	1	1	0	3	1	0	1	0
PIK3AP1	5	8	5	17	12	0	0	2	7	1	6	20	0	2	4
LCOR	0	3	1	5	3	0	0	1	6	0	2	4	0	0	1
ARHGAP19	1	4	0	4	0	4	0	0	5	0	3	3	1	0	0
FRAT1	1	4	0	4	0	4	0	0	5	0	3	3	1	0	0
FRAT2	1	4	0	4	0	4	0	0	5	0	3	3	1	0	0
RRP12	2	4	0	4	0	1	0	0	1	0	1	5	0	3	0
PGAM1	2	4	0	4	0	1	0	0	1	0	1	6	0	3	0
EXOSC1	2	4	0	4	0	1	0	0	1	0	2	6	0	3	0
ZDHHC16	2	4	0	4	0	1	0	0	1	0	2	6	0	3	0
MMS19	2	1	0	2	1	0	0	0	2	0	3	3	0	1	2
UBTD1	2	1	0	2	1	0	0	0	2	0	3	3	0	1	2
ANKRD2	0	2	0	1	0	0	0	0	0	0	2	1	0	0	0
HOGA1	0	3	0	1	0	1	0	0	1	0	2	2	0	0	0
MORN4	0	3	0	2	1	2	0	1	2	0	3	2	0	0	0
PI4K2A	1	4	0	3	1	2	0	1	3	0	3	3	1	0	0
AVPI1	2	4	0	6	2	1	0	2	3	0	4	4	1	0	0
MARVELD1	2	2	0	5	2	0	0	2	2	0	2	3	1	0	0
ZFYVE27	2	2	0	5	2	0	0	1	2	0	2	4	1	0	0
SFRP5	1	1	0	2	1	0	0	1	1	0	1	2	1	0	0
GOLGA7B	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
CRTAC1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
R3HCC1L	0	2	0	2	2	0	0	0	2	0	3	3	0	0	0
LOXL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYROXD2	5	3	2	7	2	0	0	0	2	0	4	4	1	1	1
HPS1	5	4	2	6	2	0	0	0	2	0	4	6	1	0	1
HPSE2	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0
CNNM1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1
GOT1	1	2	0	1	1	1	0	0	2	0	1	3	0	0	1
NKX2-3	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
SLC25A28	3	3	0	4	2	2	0	0	1	0	3	4	0	0	2
ENTPD7	3	4	0	5	3	2	0	0	1	0	3	4	0	0	2
CUTC	2	3	0	3	7	1	0	1	1	1	2	5	0	0	0
COX15	2	3	0	3	7	1	0	1	1	1	2	5	0	0	0
ABCC2	1	1	0	0	3	0	0	0	1	0	0	3	0	0	0
DNMBP	4	2	3	10	8	0	0	1	2	0	4	7	0	2	1
ERLIN1	5	2	1	7	4	0	1	2	2	0	3	6	1	1	0
CHUK	3	3	0	7	5	0	1	0	5	0	2	5	1	0	0
CWF19L1	3	3	0	5	4	0	1	0	3	0	2	4	0	0	0
BLOC1S2	4	2	1	5	2	0	0	0	3	0	3	3	0	0	0
SCD	4	2	1	9	5	1	0	1	2	0	3	8	0	0	0
SEC31B	1	3	1	2	3	0	0	2	2	0	3	5	0	1	0
NDUFB8	1	3	1	2	3	0	0	2	2	0	3	5	0	1	0
HIF1AN	1	3	1	2	3	0	0	2	2	0	3	5	0	1	0
PAX2	0	1	0	4	3	0	0	0	2	0	0	2	0	0	0
SEMA4G	1	4	0	7	2	0	0	0	8	0	2	6	0	0	0
MRPL43	1	6	0	7	2	1	0	0	8	0	4	6	0	0	0
LZTS2	2	7	0	8	3	1	1	0	8	0	5	8	0	0	0
PDZD7	3	10	1	11	6	1	2	0	10	0	6	12	1	0	1
SFXN3	3	10	1	11	6	1	2	0	10	0	6	12	1	0	1
KAZALD1	3	6	1	6	5	1	2	0	4	0	5	8	1	0	1
TLX1	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0
BTRC	2	2	1	2	1	0	1	1	0	0	2	2	0	1	0
POLL	1	2	0	1	0	0	1	1	2	0	2	5	1	1	2
DPCD	1	2	0	1	0	0	1	1	2	0	2	5	1	1	2
FBXW4	0	3	3	6	5	0	0	0	5	0	1	8	0	1	1
NPM3	4	7	0	7	2	1	0	2	1	0	5	7	3	1	0
MGEA5	4	7	0	11	3	1	0	2	2	0	9	8	3	2	0
KCNIP2	4	5	0	9	1	1	0	2	1	0	8	9	3	1	0
C10orf76	4	2	0	2	1	0	0	0	4	0	0	3	1	0	0
HPS6	3	3	0	2	2	0	0	0	4	0	0	2	1	0	0
LDB1	1	7	1	8	4	0	0	3	7	0	1	5	0	2	1
PPRC1	1	7	1	8	4	0	0	3	7	0	1	4	0	2	1
NOLC1	2	7	1	11	5	0	0	3	7	0	1	5	0	2	2
PITX3	1	3	0	3	0	1	0	0	2	0	4	7	0	1	2
GBF1	1	3	0	3	0	1	0	0	2	0	4	7	0	1	2
NFKB2	5	6	5	6	5	2	0	2	6	0	5	9	4	4	1
FBXL15	6	8	5	8	5	2	0	3	7	0	5	13	4	4	1
PSD	6	8	5	8	5	2	0	3	7	0	5	13	4	4	1
CUEDC2	6	9	6	8	5	2	0	4	7	0	6	14	4	4	1
C10orf95	3	6	1	6	3	1	0	3	2	0	4	11	1	1	0
ACTR1A	1	6	1	6	2	2	0	2	1	0	3	10	0	0	3
SUFU	0	6	1	5	2	2	0	1	1	0	3	8	0	0	3
TRIM8	6	8	4	13	7	0	0	3	10	0	4	11	0	0	4
ARL3	0	2	0	6	6	1	0	1	3	0	3	8	0	3	1
SFXN2	0	2	0	6	6	1	0	1	3	0	3	8	0	3	1
WBP1L	0	1	0	4	7	1	0	1	3	0	2	8	0	3	1
AS3MT	2	5	1	3	3	1	1	1	3	0	2	4	4	0	1
CNNM2	1	3	0	1	1	1	1	0	2	0	1	4	2	0	1
NT5C2	2	4	1	3	1	1	0	0	1	1	0	4	0	0	0
INA	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
PCGF6	3	4	0	2	2	1	0	0	4	0	4	7	0	1	0
TAF5	3	4	0	2	2	1	0	0	4	0	4	8	0	1	0
USMG5	3	4	0	2	2	1	0	0	4	0	4	8	0	1	0
PDCD11	3	4	0	2	2	1	0	0	4	0	4	8	0	1	0
CALHM2	3	4	1	8	7	0	0	3	5	1	6	7	0	0	1
NEURL1	3	4	1	10	9	0	0	3	6	1	8	8	0	0	1
SH3PXD2A	1	1	0	2	0	0	0	0	2	0	1	4	0	0	0
OBFC1	3	5	1	6	4	0	0	0	9	0	3	5	0	1	0
SLK	0	2	1	5	3	0	0	0	6	0	3	3	0	1	0
COL17A1	0	2	0	2	3	0	0	0	0	0	2	1	1	0	0
SFR1	0	2	0	2	3	0	0	0	0	0	2	1	1	0	0
GSTO1	1	4	0	3	2	2	0	0	4	0	1	4	0	1	1
GSTO2	3	4	0	4	3	2	0	0	4	0	1	5	0	1	1
ITPRIP	6	4	4	9	9	0	0	0	1	0	2	7	0	1	0
SORCS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPNPEP1	2	3	0	3	2	0	0	1	3	0	2	6	1	0	1
ADD3	5	2	0	2	3	0	0	1	3	0	0	7	0	0	0
MXI1	6	5	0	9	2	2	0	1	3	1	1	8	0	2	0
SMNDC1	5	3	0	10	9	0	1	0	5	0	3	10	0	0	1
DUSP5	10	9	8	12	12	0	0	6	4	0	9	15	0	4	5
SMC3	5	5	3	7	8	1	0	3	2	0	7	14	2	1	1
RBM20	2	1	0	4	2	0	0	0	2	0	4	6	0	1	0
PDCD4	8	9	6	16	18	1	0	5	11	1	8	18	0	5	2
BBIP1	5	4	2	4	7	1	0	1	5	1	4	4	0	3	0
SHOC2	5	4	2	4	7	1	0	1	5	1	4	4	0	3	0
ADRA2A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GPAM	2	1	0	1	1	1	0	1	0	0	0	4	1	0	1
ACSL5	2	3	2	3	1	0	0	0	2	0	3	1	0	0	0
ZDHHC6	0	1	2	3	0	1	1	0	0	0	2	2	1	0	0
VTI1A	0	1	2	3	0	1	1	0	0	0	2	2	1	0	0
TCF7L2	1	0	0	3	2	0	0	1	1	0	2	3	0	1	0
CASP7	3	3	3	7	4	0	0	1	4	0	3	4	0	2	2
DCLRE1A	3	6	0	4	5	0	0	0	2	0	3	4	0	0	0
NHLRC2	3	6	0	4	5	0	0	0	2	0	3	4	0	0	0
ADRB1	2	3	3	4	3	0	1	0	4	0	2	6	0	1	0
TDRD1	1	0	0	0	0	0	0	1	3	0	1	2	0	0	0
VWA2	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0
AFAP1L2	2	0	0	9	2	0	0	2	7	0	0	4	0	0	1
ABLIM1	1	1	0	0	0	0	0	0	0	0	2	2	0	0	0
FAM160B1	2	3	1	3	0	0	0	1	2	0	3	4	0	2	0
TRUB1	3	1	0	1	1	0	0	0	0	0	1	4	2	0	0
GFRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNLIPRP3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
HSPA12A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENO4	1	0	0	3	3	0	1	0	1	0	1	3	0	0	0
VAX1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1
SLC18A2	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0
PDZD8	1	2	1	2	4	0	0	1	2	0	2	2	0	0	2
EMX2	1	1	0	1	0	0	0	0	2	0	1	1	0	0	0
RAB11FIP2	0	2	0	0	2	0	0	0	1	0	0	1	0	0	1
FAM204A	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0
CACUL1	0	2	1	2	1	0	0	0	3	0	3	2	0	0	1
NANOS1	2	1	2	2	1	0	0	2	0	0	4	2	0	0	0
EIF3A	4	3	1	5	5	0	0	3	3	0	4	7	0	1	2
FAM45A	3	2	0	5	5	0	0	1	3	0	3	7	0	1	2
SFXN4	4	7	2	7	5	0	0	3	5	0	3	8	1	2	2
PRDX3	3	7	2	6	3	0	0	2	3	0	2	7	1	1	0
GRK5	3	7	2	6	3	0	0	3	3	0	2	7	1	1	0
RGS10	3	7	3	7	5	0	0	1	8	0	0	12	1	0	1
TIAL1	2	2	1	2	2	0	0	1	2	0	1	2	0	0	0
BAG3	1	2	1	6	7	1	0	1	5	0	5	3	0	1	1
INPP5F	6	5	4	14	16	1	0	7	10	0	7	14	2	5	4
MCMBP	0	3	0	2	1	2	0	0	3	1	2	4	0	2	0
SEC23IP	0	3	0	2	1	2	0	0	3	1	2	4	0	2	0
WDR11	1	1	0	2	1	0	0	0	1	0	1	2	2	0	0
FGFR2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ATE1	1	4	1	1	3	1	0	0	3	0	0	3	0	0	0
NSMCE4A	1	3	1	1	3	1	0	0	3	0	0	3	0	0	0
TACC2	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
PLEKHA1	1	1	0	1	1	0	1	0	1	0	0	2	0	0	1
HTRA1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DMBT1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CUZD1	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0
FAM24B	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0
C10orf88	2	3	0	1	1	0	0	0	2	0	2	3	3	0	3
PSTK	2	5	0	1	1	0	1	0	4	0	2	3	3	2	3
IKZF5	1	4	0	1	1	0	1	0	3	0	1	4	1	2	3
ACADSB	1	4	0	1	1	0	1	0	3	0	1	4	1	2	3
HMX3	4	3	0	1	0	1	0	2	0	0	1	7	0	2	1
HMX2	4	3	0	1	0	1	0	2	0	0	1	7	0	2	1
BUB3	4	3	0	1	0	1	0	2	0	0	1	7	0	2	1
CPXM2	1	0	1	3	1	0	0	0	2	0	3	4	0	0	2
CHST15	2	1	0	3	3	0	0	0	2	0	1	2	0	0	0
OAT	0	5	0	0	0	3	0	0	1	0	4	1	1	0	0
NKX1-2	0	4	0	0	0	3	0	0	1	0	2	1	1	0	0
LHPP	0	3	0	0	0	3	0	0	1	0	2	1	1	0	0
FAM53B	4	6	9	12	10	0	0	1	9	0	3	13	2	1	2
METTL10	0	3	1	2	0	0	0	0	4	0	1	3	0	0	0
FAM175B	0	2	1	2	0	0	0	0	2	0	1	2	0	0	0
CTBP2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
EDRF1	1	2	0	4	1	0	1	0	2	0	2	1	0	0	1
UROS	0	2	0	0	0	1	0	0	1	0	2	2	1	0	0
BCCIP	0	2	0	0	0	1	0	0	1	0	2	2	1	0	0
DHX32	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2
FANK1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2
ADAM12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
