tf	him	genes	status
BHLHE40	k562_724	AMN;CDC42BPB;EIF5;MARK3;TRAF3;VRK1	real
BHLHE40	k562_724	C14orf37;C14orf166;C14orf142;C14orf79;AP1G2	random
BHLHE40	k562_724	C14orf39;GNG2;CCNK;DLK1;CBLN3	random
BHLHE40	k562_724	CDKN3;NAA30;CHGA;JAG2;EMC9	random
BHLHE40	k562_724	PPM1A;PSMC6;IFI27;SETD3;NRL	random
BHLHE40	k562_724	TRMT5;TRIM9;IFI27L2;SIVA1;PRKD1	random
BHLHE40	k562_724	TRMT5;TXNDC16;TMEM251;ZBTB42;RABGGTA	random
BHLHE40	k562_798	ANKRD54;EIF3L;GCAT;H1F0;LGALS1;MFNG;MICALL1;NOL12;PDXP;SH3BP1;TOM1;TRIOBP	real
BHLHE40	k562_798	DUSP18;APOBEC3B	random
BHLHE40	k562_798	FBXO7;APOBEC3C	random
BHLHE40	k562_798	GAL3ST1;APOBEC3F	random
BHLHE40	k562_798	GATSL3;APOBEC3H	random
BHLHE40	k562_798	MTMR3;CBX6	random
BHLHE40	k562_798	OSM;CBX7	random
BHLHE40	k562_798	PES1;DMC1	random
BHLHE40	k562_798	PLA2G3;DNAL4	random
BHLHE40	k562_798	RNF215;GTPBP1	random
BHLHE40	k562_798	SEC14L2;L3MBTL2	random
BHLHE40	k562_798	SEC14L4;MGAT3	random
BHLHE40	k562_798	SF3A1;SYNGR1	random
BHLHE40	k562_799	C22orf23;POLR2F;GGA1;MAFF;PICK1;PLA2G6;TMEM184B	real
BHLHE40	k562_799	ANKRD54;CENPM;C1QTNF6;DENND6B;EWSR1	random
BHLHE40	k562_799	CSNK1E;SEPT3;EIF3L;HDAC10;GAS2L1	random
BHLHE40	k562_799	MICALL1;SMDT1;LGALS1;PLXNB2;NEFH	random
BHLHE40	k562_799	NOL12;SMDT1;NOL12;SBF1;NEFH	random
BHLHE40	k562_799	SH3BP1;SREBF2;RAC2;SBF1;RASL10A	random
BHLHE40	k562_799	SH3BP1;TOB2;SH3BP1;TRABD;RHBDD3	random
BHLHE40	k562_799	SOX10;WBP2NL;TRIOBP;ZBED4;XBP1	random
BHLHE40	k562_800	C16orf59;E4F1;MLST8;NPW;PGP;BRICD5;RAB26;SLC9A3R2;TRAF7;ZNF598	real
BHLHE40	k562_800	CLUAP1;ARHGDIG;FAHD1;B3GNT9;FAHD1	random
BHLHE40	k562_800	MEFV;AXIN1;HAGH;CES2;HN1L	random
BHLHE40	k562_800	NAA60;C16orf13;HN1L;CES2;IFT140	random
BHLHE40	k562_800	NLRC3;CAPN15;MEIOB;FBXL8;MAPK8IP3	random
BHLHE40	k562_800	SLX4;FAM173A;MSRB1;FHOD1;MEIOB	random
BHLHE40	k562_800	ZNF174;FBXL16;MSRB1;HSF4;MEIOB	random
BHLHE40	k562_800	ZNF213;HAGHL;NME3;NOL3;NME3	random
BHLHE40	k562_800	ZNF263;JMJD8;SPSB3;SLC9A5;NUBP2	random
BHLHE40	k562_800	ZNF597;PIGQ;TELO2;TRADD;TMEM204	random
BHLHE40	k562_800	ZSCAN32;WDR24;TELO2;ZDHHC1;UNKL	random
BHLHE40	k562_801	ABCA3;AMDHD2;ATP6V0C;CASKIN1;CCNF;ECI1;NTHL1;TSC2;NTN3;TBC1D24;RNPS1	real
BHLHE40	k562_801	ARMC5;C16orf13;C16orf70;ALDOA;CLCN7	random
BHLHE40	k562_801	FUS;CAPN15;C16orf70;CD2BP2;FAHD1	random
BHLHE40	k562_801	HSD3B7;DECR2;CA7;CORO1A;FAHD1	random
BHLHE40	k562_801	HSD3B7;FBXL16;CES2;ITGAL;GNPTG	random
BHLHE40	k562_801	ITGAM;JMJD8;CES3;PPP4C;HAGH	random
BHLHE40	k562_801	ITGAX;LUC7L;CMTM3;SEPT1;IFT140	random
BHLHE40	k562_801	KAT8;LUC7L;CMTM3;TBC1D10B;MAPK8IP3	random
BHLHE40	k562_801	PRSS8;NHLRC4;CMTM4;YPEL3;NME3	random
BHLHE40	k562_801	STX1B;RAB11FIP3;FAM96B;ZNF48;NUBP2	random
BHLHE40	k562_801	TRIM72;RHBDL1;PDP2;ZNF768;TELO2	random
BHLHE40	k562_801	ZNF843;TMEM8A;RRAD;ZNF771;UNKL	random
CDC5L	k562_7	ASB1;ATG16L1;ATG4B;THAP4;BOK;D2HGDH;DGKD;DTYMK;FARP2;HDLBP;SEPT2;ING5;INPP5D;PASK;PPP1R7;STK25;UGT1A6;USP40	real
CDC5L	k562_7	ATL2;ANAPC1;BUB1;CWC22;ATF2	random
CDC5L	k562_7	ATP6V1E2;BCL2L11;BUB1;DUSP19;BBS5	random
CDC5L	k562_7	COX7A2L;C1QL2;C2orf49;FAM171B;BBS5	random
CDC5L	k562_7	CRIPT;C2orf76;CCDC138;FAM171B;CDCA7	random
CDC5L	k562_7	CYP1B1;CCDC93;IL18R1;FKBP7;DLX2	random
CDC5L	k562_7	EML4;CHCHD5;IL18RAP;FRZB;EVX2	random
CDC5L	k562_7	GEMIN6;CKAP2L;IL1R1;FSIP2;FASTKD1	random
CDC5L	k562_7	KCNG3;IL36A;IL1R1;ITGAV;HOXD12	random
CDC5L	k562_7	MAP4K3;INSIG2;IL1RL1;NCKAP1;KLHL23	random
CDC5L	k562_7	MORN2;PAX8;MFSD9;NUP35;MTX2	random
CDC5L	k562_7	PIGF;POLR1B;NPHP1;OSBPL6;NFE2L2	random
CDC5L	k562_7	PKDCC;PSD4;POU3F3;PDE11A;OSBPL6	random
CDC5L	k562_7	PRKCE;SLC20A1;RGPD5;PDE11A;OSBPL6	random
CDC5L	k562_7	RMDN2;STEAP3;SEPT10;PLEKHA3;RBM45	random
CDC5L	k562_7	RMDN2;TMEM177;SH3RF3;PRKRA;SP5	random
CDC5L	k562_7	SIX2;TMEM177;SLC9A2;RBM45;SSB	random
CDC5L	k562_7	SOCS5;TTL;SOWAHC;ZC3H15;TTC30B	random
CDC5L	k562_7	SOCS5;ZC3H8;SULT1C2;ZNF804A;UBR3	random
CDC5L	k562_23	ABCA5;ABCA6;ABCA8;AMZ2;BPTF;C17orf58;CCDC47;DDX42;CD79B;COX11;STXBP4;DCAF7;ERN1;FTSJ3;PSMC5;HELZ;HLF;ICAM2;KCNJ2;KPNA2;LIMD2;MAP3K3;MMD;MRC2;NOL11;PITPNC1;POLG2;PRKAR1A;SLC16A6;SMARCD2;SMURF2;STRADA;TACO1;TEX2;TOM1L1;WIPI1	real
CDC5L	k562_23	ACAP1;ACOX1;ALDH3A1;ADORA2B;AFMID	random
CDC5L	k562_23	ADPRM;BIRC5;ASGR2;ATPAF2;ARSG	random
CDC5L	k562_23	AURKB;C1QTNF1;C17orf51;B9D1;C17orf89	random
CDC5L	k562_23	C17orf100;CANT1;CHD3;C17orf51;CANT1	random
CDC5L	k562_23	C1QBP;CBX8;CTDNEP1;CENPV;CASKIN2	random
CDC5L	k562_23	CNTROB;CEP112;CYB5D1;COPS3;CBX8	random
CDC5L	k562_23	CTC1;COG1;DVL2;ELAC2;CCDC40	random
CDC5L	k562_23	EIF4A1;CYTH1;EIF4A1;FAM83G;CYTH1	random
CDC5L	k562_23	FAM64A;ENGASE;ELP5;FLCN;EIF4A3	random
CDC5L	k562_23	FGF11;EXOC7;FGF11;HS3ST3B1;GGA3	random
CDC5L	k562_23	FLII;FOXJ1;FLCN;IFT20;KCTD2	random
CDC5L	k562_23	GID4;GALK1;FXR2;KCNJ12;KIF19	random
CDC5L	k562_23	HES7;GPRC5C;HES7;KSR1;LGALS3BP	random
CDC5L	k562_23	LLGL1;ICT1;HS3ST3A1;MAPK7;LLGL2	random
CDC5L	k562_23	MPDU1;KCTD2;MAPK7;MED9;MGAT5B	random
CDC5L	k562_23	MPRIP;LGALS3BP;NDEL1;MPRIP;MRPL38	random
CDC5L	k562_23	NCOR1;MAP2K6;NT5M;NT5M;MXRA7	random
CDC5L	k562_23	NTN1;MFSD11;PHF23;PIGL;NAT9	random
CDC5L	k562_23	NUP88;MGAT5B;PIGL;PIGS;NPLOC4	random
CDC5L	k562_23	RABEP1;MRPS7;PMP22;PLD6;NT5C	random
CDC5L	k562_23	RPAIN;NT5C;RANGRF;RAB34;PRKCA	random
CDC5L	k562_23	RPL26;PGS1;RPL26;SMCR8;PRKCA	random
CDC5L	k562_23	SPECC1;PRCD;SAT2;SREBF1;PRPSAP1	random
CDC5L	k562_23	TMEM220;PRKCA;SENP3;SUPT6H;PSMD12	random
CDC5L	k562_23	TMEM256;RGS9;SLC25A35;TOM1L2;RECQL5	random
CDC5L	k562_23	TNFSF12-TNFSF13;RPTOR;SLC2A4;TOP3A;RNF157	random
CDC5L	k562_23	TNFSF13;RPTOR;SMCR8;TRAF4;SEC14L1	random
CDC5L	k562_23	TOP3A;SEC14L1;TMEM107;TRAF4;SLC38A10	random
CDC5L	k562_23	TVP23B;SLC25A19;TMEM220;TRIM16L;SMIM6	random
CDC5L	k562_23	TVP23C;SLC26A11;TMEM256-PLSCR3;TRPV2;SOCS3	random
CDC5L	k562_23	USP43;TEN1;TNFSF12;TVP23C;ST6GALNAC1	random
CDC5L	k562_23	YBX2;TRIM47;TNFSF12-TNFSF13;ULK2;SUMO2	random
CDC5L	k562_23	ZNF232;TRIM65;TOP3A;WSB1;TEN1	random
CDC5L	k562_23	ZNF232;TSEN54;TRAPPC1;ZNF18;TIMP2	random
CDC5L	k562_23	ZNF287;UBE2O;TRPV2;ZNF287;TK1	random
CDC5L	k562_23	ZSWIM7;UNK;USP22;ZSWIM7;TMC8	random
CDC5L	k562_40	B4GALNT3;CCDC77;KDM5A;ERC1;KLRK1;NINJ2;RAD52	real
CDC5L	k562_40	B3GNT4;CERS5;CNPY2;BAZ2A;BLOC1S1	random
CDC5L	k562_40	MSI1;CERS5;ERBB3;BLOC1S1;CALCOCO1	random
CDC5L	k562_40	OAS2;KCNH3;MYL6B;HOXC8;CBX5	random
CDC5L	k562_40	OGFOD2;PCED1B;PCED1B;ITGA5;GTSF1	random
CDC5L	k562_40	RNF10;SLC2A13;PTGES3;PDE1B;NACA	random
CDC5L	k562_40	SETD1B;SPATS2;ZBTB39;SLC38A2;ORMDL2	random
CDC5L	k562_40	UNC119B;VDR;ZNF740;SPRYD4;TMEM5	random
CDC5L	k562_45	ACVR1;ACVR1C;ARHGAP15;ARL5A;BAZ2B;MARCH7;CD302;CERS6;COBLL1;CYTIP;FMNL2;GALNT3;GALNT5;GRB14;GTDC1;MMADHC;NOSTRIN;RND3;SP5;STK39;TANC1;TANK;TNFAIP6;TTC21B;UPP2;WDSUB1	real
CDC5L	k562_45	BARD1;ASB3;ABCB6;ALK;ABCA12	random
CDC5L	k562_45	CCNYL1;CCDC88A;AGFG1;ASXL2;ABCB6	random
CDC5L	k562_45	CNPPD1;CLHC1;ARMC9;CEBPZ;ARPC2	random
CDC5L	k562_45	CPS1;CRIM1;ARPC2;CENPO;ATG9A	random
CDC5L	k562_45	CXCR2;DHX57;ATIC;DNAJC27;ATIC	random
CDC5L	k562_45	CYP20A1;DPY30;BCS1L;DNMT3A;CDK15	random
CDC5L	k562_45	EEF1B2;EPCAM;CAB39;EIF2B4;CDK5R2	random
CDC5L	k562_45	FAM117B;FEZ2;CCL20;EMILIN1;CRYBA2	random
CDC5L	k562_45	FAM134A;GALM;DOCK10;EML4;FARSB	random
CDC5L	k562_45	INHA;GEMIN6;EPHA4;FKBP1B;FEV	random
CDC5L	k562_45	PAX3;GPR75;FASTKD2;GCKR;FZD5	random
CDC5L	k562_45	PECR;HEATR5B;GLB1L;LBH;IGFBP5	random
CDC5L	k562_45	PLEKHM3;LBH;ICOS;MFSD2B;INO80D	random
CDC5L	k562_45	PNKD;LBH;IDH1;MYCN;IRS1	random
CDC5L	k562_45	PTPRN;LCLAT1;IGFBP2;NLRC4;KLF7	random
CDC5L	k562_45	RNF25;MSH2;NCL;OSR1;METTL21A	random
CDC5L	k562_45	SERPINE2;NLRC4;OBSL1;OST4;MRPL44	random
CDC5L	k562_45	SMARCAL1;OXER1;PDE6D;OXER1;PID1	random
CDC5L	k562_45	SP110;PLEKHH2;PECR;PKDCC;RNF25	random
CDC5L	k562_45	SP140L;PNPT1;PSMD1;RAB10;RPE	random
CDC5L	k562_45	STK36;PPM1B;RNF25;RMDN2;SPAG16	random
CDC5L	k562_45	TMEM169;RMDN2;SCG2;THADA;TMEM237	random
CDC5L	k562_45	TRIP12;SOCS5;SLC16A14;TP53I3;TUBA4A	random
CDC5L	k562_45	WDR12;STRN;SLC4A3;UBXN2A;WDR12	random
CDC5L	k562_45	WNT10A;THUMPD2;TMBIM1;WDR43;ZFAND2B	random
CDC5L	k562_45	ZDBF2;VRK2;XRCC5;YPEL5;ZNF142	random
CDC5L	k562_54	ACTR10;ARF6;ARID4A;BAZ1A;BRMS1L;C14orf28;C14orf37;CFL2;DAAM1;EAPP;EGLN3;FAM177A1;FOXA1;GEMIN2;KIAA0391;PPP2R3C;KIAA0586;TIMM9;KLHDC1;POLE2;KLHDC2;L3HYPDH;LRR1;MBIP;MGAT2;RPL36AL;MIPOL1;NFKBIA;PAX9;PELI2;PNN;PSMA3;PSMA6;RALGAPA1;SCFD1;SLC25A21;SNX6;SPTSSA;SRP54;VCPKMT	real
CDC5L	k562_54	AP4S1;ADCY4;ACIN1;AMN;AP5M1	random
CDC5L	k562_54	ARHGAP5;AP4S1;AP4S1;ANGEL1;ARHGAP5	random
CDC5L	k562_54	C14orf166;ARHGAP5;CDH24;ASB2;CDKN3	random
CDC5L	k562_54	CLEC14A;ATL1;CEBPE;BAG5;CGRRF1	random
CDC5L	k562_54	COCH;C14orf166;CPNE6;BTBD7;CLEC14A	random
CDC5L	k562_54	CTAGE5;CHMP4A;CTSG;C14orf178;CNIH1	random
CDC5L	k562_54	DHRS1;CIDEB;DCAF11;C14orf2;DHRS7	random
CDC5L	k562_54	FANCM;CTAGE5;DHRS2;CALM1;DNAAF2	random
CDC5L	k562_54	FBXO33;CTSG;FAM179B;CCDC88C;DTD2	random
CDC5L	k562_54	FERMT2;DNAAF2;FANCM;CEP128;DTD2	random
CDC5L	k562_54	FKBP3;FAM179B;FBXO33;CINP;EXOC5	random
CDC5L	k562_54	GNPNAT1;FERMT2;FKBP3;DIO2;FANCM	random
CDC5L	k562_54	GPR137C;FKBP3;FOXG1;DYNC1H1;FBXO33	random
CDC5L	k562_54	GZMB;FOXG1;GNG2;GPR68;FERMT2	random
CDC5L	k562_54	HECTD1;G2E3;HAUS4;GSTZ1;FKBP3	random
CDC5L	k562_54	IPO4;GMPR2;HECTD1;IFI27;GCH1	random
CDC5L	k562_54	IRF9;GNPNAT1;HOMEZ;IFI27L2;GMFB	random
CDC5L	k562_54	KHNYN;HECTD1;JPH4;INF2;GNPNAT1	random
CDC5L	k562_54	L2HGDH;IPO4;L2HGDH;IRF2BPL;GPR137C	random
CDC5L	k562_54	LTB4R;IRF9;MIS18BP1;ISM2;KTN1	random
CDC5L	k562_54	MDP1;KHNYN;NEDD8-MDP1;LGMN;L2HGDH	random
CDC5L	k562_54	NEDD8;KLHL28;NEMF;MARK3;LGALS3	random
CDC5L	k562_54	NEDD8-MDP1;L2HGDH;NFATC4;MOK;MAP4K5	random
CDC5L	k562_54	NIN;LTB4R;NGDN;NDUFB1;MIS18BP1	random
CDC5L	k562_54	NKX2-1;MAP4K5;NRL;POMT2;NIN	random
CDC5L	k562_54	NKX2-8;NFATC4;NUBPL;PPP1R13B;NKX2-1	random
CDC5L	k562_54	NOP9;NKX2-1;PCK2;PPP2R5C;NKX2-8	random
CDC5L	k562_54	NUBPL;NOP9;PRKD1;RPS6KA5;NUBPL	random
CDC5L	k562_54	PSMC6;NOVA1;PRPF39;SEL1L;PPM1A	random
CDC5L	k562_54	PYGL;NUBPL;RABGGTA;SERPINA1;PPM1A	random
CDC5L	k562_54	RABGGTA;NYNRIN;REC8;SLIRP;SAV1	random
CDC5L	k562_54	RIPK3;PRKD1;RIPK3;SNW1;SEC23A	random
CDC5L	k562_54	RNF31;PSMC6;RPS29;STON2;SOCS4	random
CDC5L	k562_54	RNF31;REC8;SLC7A8;TMEM63C;SOS2	random
CDC5L	k562_54	SAV1;RIPK3;SOS2;TRMT61A;STYX	random
CDC5L	k562_54	SEC23A;STRN3;STXBP6;TTC7B;TMEM260	random
CDC5L	k562_54	TINF2;STYX;THTPA;TTC8;TMX1	random
CDC5L	k562_54	TM9SF1;TMX1;TRAPPC6B;TTLL5;TRAPPC6B	random
CDC5L	k562_54	TRAPPC6B;TRAPPC6B;TRIM9;VRK1;TRIM9	random
CDC5L	k562_54	TXNDC16;TXNDC16;ZFHX2;YY1;TXNDC16	random
CDC5L	k562_96	ACTL6A;DNAJC19;ECT2;EIF2B5;FXR1;GNB4;GOLIM4;KCNMB2;LPP;MECOM;NCEH1;NMD3;OPA1;PDCD10;SERPINI1;PIK3CA;PPM1L;RTP4;TBL1XR1;ZMAT3;ZNF639	real
CDC5L	k562_96	ABHD5;ATP11B;ARMC8;C3orf80;ABHD14A	random
CDC5L	k562_96	ACAA1;B3GALNT1;CDV3;GMPS;ABHD6	random
CDC5L	k562_96	ATG7;BCHE;CHST2;GPR160;ACY1	random
CDC5L	k562_96	CCK;C3orf33;COPG1;GPR171;APPL1	random
CDC5L	k562_96	CNOT10;CLDN11;GMPS;KPNA4;CCDC13	random
CDC5L	k562_96	DPH3;EIF5A2;GP9;LEKR1;CCDC51	random
CDC5L	k562_96	GADL1;FNDC3B;GPR171;LXN;CYB561D2	random
CDC5L	k562_96	HRH1;IFT80;HLTF;MBNL1;DAG1	random
CDC5L	k562_96	KAT2B;LRRC34;ITGB5;MED12L;ELP6	random
CDC5L	k562_96	LRRC3B;MLF1;MME;MLF1;ENTPD3	random
CDC5L	k562_96	MLH1;RNF13;P2RY14;P2RY1;FAM208A	random
CDC5L	k562_96	OSBPL10;RSRC1;PCOLCE2;PARL;GADL1	random
CDC5L	k562_96	RAB5A;SEC62;PLOD2;PLD1;GLT8D1	random
CDC5L	k562_96	SH3BP5;SHOX2;RNF7;PRKCI;GOLGA4	random
CDC5L	k562_96	STAC;SMC4;SEC22A;RAP2B;LAMB2	random
CDC5L	k562_96	TGFBR2;SSR3;SELT;RSRC1;NEK4	random
CDC5L	k562_96	THRB;TNFSF10;SERP1;SEC62;NISCH	random
CDC5L	k562_96	TMPPE;TNIK;SLC25A36;SHOX2;PDE12	random
CDC5L	k562_96	UBE2E1;USP13;TOPBP1;SSR3;PSMD6	random
CDC5L	k562_96	UBE2E2;WWTR1;TRPC1;TNFSF10;RPL29	random
CDC5L	k562_96	ZCWPW2;WWTR1;U2SURP;TNIK;SPATA12	random
CDC5L	k562_106	CCDC141;CWC22;ITGA4;ITGAV;SLC25A12;SSFA2;ZNF804A	real
CDC5L	k562_106	BAZ2B;ASNSD1;IL36A;C2orf68;BCL11A	random
CDC5L	k562_106	GALNT5;CCDC150;MRPS9;GCFC2;CCDC88A	random
CDC5L	k562_106	GCA;GLS;PAX8;LRRTM1;CHAC2	random
CDC5L	k562_106	GRB14;NAB1;RGPD5;RPIA;CHAC2	random
CDC5L	k562_106	HAT1;NABP1;SLC20A1;SEMA4F;KIAA1841	random
CDC5L	k562_106	TANC1;OSGEPL1;TMEM177;TRABD2A;PEX13	random
CDC5L	k562_106	TBR1;PDE1A;TTL;VAMP8;WDR92	random
CDC5L	k562_113	ATXN3;BTBD7;UNC79;C14orf142;UBR7;CHGA;CYP46A1;DDX24;IFI27L1;FOXN3;GOLGA5;HHIPL1;IFI27;IFI27L2;ITPK1;LGMN;MOAP1;TMEM251;RIN3;SERPINA1;TRIP11;TTC8;ZC3H14;PTPN21	real
CDC5L	k562_113	APOPT1;AMN;AP1G2;ABCD4;ABHD4	random
CDC5L	k562_113	ASB2;ANKRD9;AP4S1;ACOT4;AJUBA	random
CDC5L	k562_113	C14orf132;ASB2;C14orf119;ACTN1;AP4S1	random
CDC5L	k562_113	C14orf2;ATG2B;CHMP4A;ALDH6A1;C14orf119	random
CDC5L	k562_113	CINP;BAG5;CTSG;ARG2;CIDEB	random
CDC5L	k562_113	CKB;CCDC85C;DHRS1;ATP6V1D;DHRS2	random
CDC5L	k562_113	DYNC1H1;CCNK;DHRS4L2;DCAF5;EMC9	random
CDC5L	k562_113	EIF5;CLMN;EGLN3;DNAL1;FOXG1	random
CDC5L	k562_113	EML1;DEGS2;G2E3;EIF2B2;IPO4	random
CDC5L	k562_113	EVL;DLK1;GMPR2;FOS;JPH4	random
CDC5L	k562_113	HSP90AA1;DYNC1H1;KHNYN;GPATCH2L;KHNYN	random
CDC5L	k562_113	INF2;GSKIP;NEDD8;MAX;LTB4R	random
CDC5L	k562_113	PAPOLA;HSP90AA1;NFATC4;MLH3;MRPL52	random
CDC5L	k562_113	PLD4;INF2;NRL;NEK9;NEDD8-MDP1	random
CDC5L	k562_113	PPP2R5C;KLC1;NYNRIN;NPC2;NUBPL	random
CDC5L	k562_113	SIVA1;PPP2R5C;PPP1R3E;NUMB;PABPN1	random
CDC5L	k562_113	SLC25A29;SETD3;PSMB5;PAPLN;PNP	random
CDC5L	k562_113	TRAF3;SLC25A29;PSMB5;RBM25;PPP1R3E	random
CDC5L	k562_113	VRK1;TECPR2;PSME2;RPS6KL1;PSME2	random
CDC5L	k562_113	WDR20;WARS;REC8;TTC9;RNASE1	random
CDC5L	k562_113	XRCC3;WDR25;RNF31;TTLL5;SCFD1	random
CDC5L	k562_113	YY1;XRCC3;SLC22A17;VSX2;STXBP6	random
CDC5L	k562_113	ZFYVE21;YY1;STXBP6;YLPM1;TEP1	random
CDC5L	k562_113	ZNF839;ZFYVE21;TM9SF1;ZNF410;TINF2	random
CDC5L	k562_149	ARHGAP12;ARHGAP21;CASC10;CCDC7;DNAJC1;EPC1;ITGB1;KIF5B;MLLT10;MSRB2;NEBL;PRTFDC1;RSU1;SVIL;THNSL1;VIM;ZEB1	real
CDC5L	k562_149	ANKRD26;CHCHD1;C10orf128;ACTR1A;ADD3	random
CDC5L	k562_149	ARMC3;CHST3;C10orf25;ADRA2A;ADRB1	random
CDC5L	k562_149	BAMBI;DUSP13;C10orf71;ADRB1;CPXM2	random
CDC5L	k562_149	DCLRE1C;FAM35A;CSGALNACT2;AVPI1;CPXM2	random
CDC5L	k562_149	FAM107B;GLUD1;DRGX;BLOC1S2;CUZD1	random
CDC5L	k562_149	FAM171A1;MAT1A;ERCC6;C10orf95;FGFR2	random
CDC5L	k562_149	FAM188A;MRPS16;FAM21A;DNMBP;HMX2	random
CDC5L	k562_149	HSPA14;NUDT13;IPMK;ERLIN1;HSPA12A	random
CDC5L	k562_149	MAP3K8;PAPSS2;MAPK8;GPAM;NHLRC2	random
CDC5L	k562_149	MEIG1;POLR3A;MTRNR2L5;HOGA1;RBM20	random
CDC5L	k562_149	OTUD1;PSAP;OGDHL;HPS1;SEC23IP	random
CDC5L	k562_149	PIP4K2A;SLC29A3;RASSF4;LDB1;SFXN4	random
CDC5L	k562_149	ST8SIA6;SNCG;VSTM4;MARVELD1;SHOC2	random
CDC5L	k562_149	STAM;TMEM254;ZFAND4;NFKB2;SORCS1	random
CDC5L	k562_149	SUV39H2;TSPAN14;ZNF239;PCGF6;TCF7L2	random
CDC5L	k562_149	TRDMT1;ZMIZ1;ZNF488;SEMA4G;VAX1	random
CDC5L	k562_149	YME1L1;ZNF503;ZWINT;SMNDC1;XPNPEP1	random
CDC5L	k562_162	BIRC2;BIRC3;CARD16;CARD17;CCDC83;CEP57;FAM76B;ME3;TMEM123	real
CDC5L	k562_162	LIPT2;ANO5;C11orf54;ARNTL;C11orf65	random
CDC5L	k562_162	LRP5;ASCL2;CCDC90B;BET1L;C11orf65	random
CDC5L	k562_162	NDUFV1;C11orf58;JRKL;E2F8;DDX10	random
CDC5L	k562_162	P2RY2;CTR9;MMP1;IFITM3;DIXDC1	random
CDC5L	k562_162	PLEKHB1;EIF3F;MRE11A;MRVI1;EI24	random
CDC5L	k562_162	PRCP;IGF2;PRSS23;MUC2;ESAM	random
CDC5L	k562_162	TMEM126A;RRAS2;SYTL2;RHOG;ETS1	random
CDC5L	k562_162	TMEM135;SLC22A18;TMEM126A;TRIM22;FAM118B	random
CDC5L	k562_162	TSKU;SWAP70;TMEM135;TRIM68;IL18	random
CDC5L	k562_175	ADI1;COLEC11;ID2;KIDINS220;MBOAT2;NBAS;RNASEH1;RPS7;TRAPPC12;TSSC1;TRIB2	real
CDC5L	k562_175	AGPS;ACTR3;CDC42EP3;DDX1;ARHGAP25	random
CDC5L	k562_175	CALCRL;CCDC93;CEBPZ;E2F6;B3GNT2	random
CDC5L	k562_175	COL3A1;CKAP2L;CRIM1;FAM49A;B3GNT2	random
CDC5L	k562_175	CWC22;IL1B;DNMT3A;GEN1;BOLA3	random
CDC5L	k562_175	FKBP7;NCK2;EPT1;HPCAL1;FIGLA	random
CDC5L	k562_175	ITGA4;NCK2;FOSL2;HS1BP3;HTRA2	random
CDC5L	k562_175	NFE2L2;POLR1B;OST4;PQLC3;M1AP	random
CDC5L	k562_175	PLEKHA3;RANBP2;PPM1G;RDH14;MOB1A	random
CDC5L	k562_175	PRKRA;SLC20A1;SLC5A6;SDC1;NFU1	random
CDC5L	k562_175	SLC40A1;SLC35F5;TTC27;TAF1B;NOTO	random
CDC5L	k562_175	TTC30A;SULT1C2;YPEL5;TTC32;VAX2	random
CDC5L	k562_183	ACTA2;FAS;ALDH18A1;ANKRD2;BTAF1;CCNJ;CCSER2;CEP55;EXOC6;FGFBP3;HECTD2;IDE;KIF11;LIPA;PANK1;PCGF5;PPP1R3C;TBC1D12;TCTN3;TNKS2	real
CDC5L	k562_183	ADK;ARHGAP19;CHUK;ADAMTS14;DNMBP	random
CDC5L	k562_183	ANAPC16;CNNM1;ERLIN1;AIFM2;DPCD	random
CDC5L	k562_183	AP3M1;CUEDC2;FBXW4;ASCC1;ENTPD1	random
CDC5L	k562_183	ARID5B;ENTPD1;FRA10AC1;C10orf54;ENTPD7	random
CDC5L	k562_183	C10orf54;FBXW4;HIF1AN;DDIT4;FBXL15	random
CDC5L	k562_183	CHST3;FRAT2;HOGA1;DNA2;FRA10AC1	random
CDC5L	k562_183	DDX21;GOT1;HPS6;DNAJB12;IFIT3	random
CDC5L	k562_183	DNA2;HELLS;IFIT3;EIF4EBP2;MGEA5	random
CDC5L	k562_183	ECD;HPS1;LCOR;H2AFY2;MMS19	random
CDC5L	k562_183	HERC4;KIF20B;LZTS2;HERC4;NKX2-3	random
CDC5L	k562_183	KAT6B;LCOR;MRPL43;KIAA1279;NPM3	random
CDC5L	k562_183	LRRC20;MARVELD1;NDUFB8;MICU1;PGAM1	random
CDC5L	k562_183	MYOZ1;MRPL43;PDLIM1;MICU1;PITX3	random
CDC5L	k562_183	NUDT13;NFKB2;PITX3;PBLD;POLL	random
CDC5L	k562_183	PBLD;NOLC1;POLL;PCBD1;PYROXD2	random
CDC5L	k562_183	PPA1;NPM3;R3HCC1L;REEP3;SCD	random
CDC5L	k562_183	REEP3;NT5C2;RRP12;SLC16A9;SUFU	random
CDC5L	k562_183	RUFY2;SEMA4G;SEC31B;SRGN;SUFU	random
CDC5L	k562_183	TACR2;SLC25A28;SFRP5;STOX1;TM9SF3	random
CDC5L	k562_183	VDAC2;WBP1L;SUFU;SUPV3L1;UBTD1	random
CDC5L	k562_193	CHIC2;FIP1L1;FRYL;KDR;KIT;LNX1;NFXL1;OCIAD1;OCIAD2;POLR2B;REST;SCFD2;SLAIN2;SLC10A4;SRD5A3	real
CDC5L	k562_193	ACSL1;DCHS2;CTSO;ADAMTS3;ACOX3	random
CDC5L	k562_193	AGA;DCLK2;DCHS2;ADAMTS3;CC2D2A	random
CDC5L	k562_193	CASP3;EDNRA;EDNRA;AFP;CD38	random
